dataset,error,uncertainty
solar_flare,0.12738940119743347,0.049598414450883865
solar_flare,0.2620617747306824,0.0017155727837234735
solar_flare,0.6252158880233765,0.03768680989742279
solar_flare,0.7012009620666504,0.0048722801730036736
solar_flare,0.0979970172047615,0.012904446572065353
solar_flare,0.9347783327102661,0.028183575719594955
solar_flare,0.056354980915784836,0.03751176968216896
solar_flare,0.02934260666370392,0.03459321707487106
solar_flare,0.10783480852842331,0.029590973630547523
solar_flare,0.9801434278488159,0.039883725345134735
solar_flare,0.030172230675816536,0.028302941471338272
solar_flare,0.06162276864051819,0.00538723636418581
solar_flare,3.485938310623169,0.07290458679199219
solar_flare,0.06892811506986618,0.1104617714881897
solar_flare,1.8889524936676025,0.09751514345407486
solar_flare,0.09756143391132355,0.001179845305159688
solar_flare,0.46279871463775635,0.04973277822136879
solar_flare,0.43211790919303894,0.04060007631778717
solar_flare,0.06153436750173569,0.0025687727611511946
solar_flare,0.0781249925494194,0.0008174844551831484
solar_flare,0.4320414364337921,0.054297372698783875
solar_flare,0.11246564984321594,0.13938605785369873
solar_flare,0.24235160648822784,0.02971307560801506
solar_flare,0.42245063185691833,0.05745074898004532
solar_flare,0.4246377944946289,0.45887452363967896
solar_flare,0.2619597315788269,0.00209934008307755
solar_flare,0.48255398869514465,0.13311585783958435
solar_flare,0.7478863000869751,0.09617458283901215
solar_flare,0.46801307797431946,0.009405910968780518
solar_flare,1.8875786066055298,0.09925208240747452
solar_flare,0.09155542403459549,0.0018768387380987406
solar_flare,0.0743914246559143,0.06302540749311447
solar_flare,1.1565337181091309,0.025214562192559242
solar_flare,0.4416784942150116,0.27462705969810486
solar_flare,0.061538394540548325,0.0008869018638506532
solar_flare,0.17917853593826294,0.002656908007338643
solar_flare,0.1995278000831604,0.0011114053195342422
solar_flare,0.9566223621368408,0.055682238191366196
solar_flare,0.13635389506816864,0.001748160575516522
solar_flare,0.09756087511777878,0.0009338628151454031
solar_flare,0.30836498737335205,0.0020743184722959995
solar_flare,0.0903543010354042,0.0020069272723048925
solar_flare,0.5172412395477295,0.0008940945263020694
solar_flare,0.030930712819099426,0.09334922581911087
solar_flare,0.03896290808916092,0.0265407245606184
solar_flare,0.44551798701286316,0.08214231580495834
solar_flare,0.4899767339229584,0.02150857448577881
solar_flare,0.5475427508354187,0.04208400472998619
solar_flare,1.0987087488174438,0.1521518975496292
solar_flare,1.8284578323364258,0.008047830313444138
solar_flare,0.1776714324951172,0.02819851040840149
solar_flare,0.027085483074188232,0.03323683142662048
solar_flare,0.00806659460067749,0.0017419838113710284
solar_flare,0.022005727514624596,0.08029277622699738
solar_flare,0.19849824905395508,0.1405131220817566
solar_flare,0.0963955968618393,0.11297286301851273
solar_flare,0.09756143391132355,0.001179845305159688
solar_flare,0.1574517786502838,0.10651876777410507
solar_flare,0.03941493108868599,0.048801690340042114
solar_flare,0.9661431312561035,0.037157751619815826
solar_flare,0.0751308798789978,0.09302638471126556
solar_flare,0.07197702676057816,0.0014602497685700655
solar_flare,2.600351095199585,0.004408103879541159
solar_flare,0.45666050910949707,0.0062795644626021385
solar_flare,0.29003915190696716,0.3946813941001892
solar_flare,0.09021591395139694,0.0020094565115869045
solar_flare,0.07182078063488007,0.05637432262301445
solar_flare,0.061538394540548325,0.0008869018638506532
solar_flare,1.1565338373184204,0.025214562192559242
solar_flare,0.0827113538980484,0.028864845633506775
solar_flare,0.3501089811325073,0.13691964745521545
solar_flare,0.023250870406627655,0.012043464928865433
solar_flare,1.923063039779663,0.0016639573732391
solar_flare,0.11152423918247223,0.3371902406215668
solar_flare,0.03941493481397629,0.048801690340042114
solar_flare,0.15446577966213226,0.029292738065123558
solar_flare,0.15796199440956116,0.5914943814277649
solar_flare,0.09515874832868576,0.0014166239416226745
solar_flare,0.010015858337283134,0.0014203519094735384
solar_flare,0.14397543668746948,0.07462792843580246
solar_flare,0.9489970207214355,0.0010984683176502585
solar_flare,0.08723924309015274,0.07480909675359726
solar_flare,0.1995278000831604,0.0011114053195342422
solar_flare,0.08109647035598755,0.0017564515583217144
solar_flare,0.16577062010765076,0.0015393272042274475
solar_flare,0.05231828615069389,0.039849210530519485
solar_flare,0.35485419631004333,0.0015063825994729996
solar_flare,0.8050270676612854,0.0011855359189212322
solar_flare,0.09756143391132355,0.001179845305159688
solar_flare,0.042989373207092285,0.016345730051398277
solar_flare,0.0080642094835639,0.0009428365156054497
solar_flare,0.05231828615069389,0.039849210530519485
solar_flare,0.7398001551628113,0.030137626454234123
abalone,2.2250709533691406,0.03345205634832382
abalone,2.2438058853149414,0.012489920482039452
abalone,0.023598670959472656,0.00679493322968483
abalone,1.6362104415893555,0.00719393789768219
abalone,3.9298572540283203,0.07071149349212646
abalone,1.6912822723388672,0.018301596865057945
abalone,2.3079824447631836,0.00629561860114336
abalone,2.5638418197631836,0.3886644244194031
abalone,0.2862539291381836,0.007173027843236923
abalone,0.5754280090332031,0.012742197141051292
abalone,11.26616096496582,0.0178128220140934
abalone,0.34847354888916016,0.014899730682373047
abalone,3.8877058029174805,0.3720375597476959
abalone,2.2547473907470703,0.012512519024312496
abalone,0.40969181060791016,0.014490790665149689
abalone,5.667508125305176,0.10017164796590805
abalone,0.8121728897094727,0.03135198354721069
abalone,3.875873565673828,0.06814379245042801
abalone,1.04168701171875,0.09394238889217377
abalone,0.26613426208496094,0.26755306124687195
abalone,4.013064384460449,0.05333653837442398
abalone,2.5069093704223633,0.4983116090297699
abalone,1.6217832565307617,0.022084450349211693
abalone,0.11064815521240234,0.01287780236452818
abalone,0.3064746856689453,0.00938946008682251
abalone,0.5898022651672363,0.022720901295542717
abalone,1.6920051574707031,0.006802352610975504
abalone,1.4085807800292969,0.04573414847254753
abalone,1.5166616439819336,0.019583681598305702
abalone,0.3584632873535156,0.24772511422634125
abalone,2.5544395446777344,0.564777135848999
abalone,0.7786016464233398,0.021488649770617485
abalone,0.6511893272399902,0.006519661284983158
abalone,0.0011739730834960938,0.02448730729520321
abalone,0.7070093154907227,0.18677173554897308
abalone,1.128037452697754,0.03614891320466995
abalone,1.651148796081543,0.0045785182155668736
abalone,1.9344000816345215,0.02170461043715477
abalone,3.4044189453125,0.028017565608024597
abalone,0.6509041786193848,0.019293982535600662
abalone,0.5469226837158203,0.1740395724773407
abalone,3.9772844314575195,0.016815342009067535
abalone,7.1263017654418945,0.030678872019052505
abalone,1.3079614639282227,0.0049374643713235855
abalone,0.5211162567138672,0.023071875795722008
abalone,2.2990169525146484,0.12497477233409882
abalone,0.15566158294677734,0.01980806514620781
abalone,0.5436210632324219,0.019487757235765457
abalone,6.207066535949707,0.04863094910979271
abalone,0.8121552467346191,0.3506578505039215
abalone,0.651160717010498,0.004258316941559315
abalone,5.713212966918945,0.1286080926656723
abalone,1.3068552017211914,0.02420310117304325
abalone,0.06306743621826172,0.006285251583904028
abalone,0.34882640838623047,0.005844451487064362
abalone,1.868779182434082,0.04535350576043129
abalone,4.633063316345215,0.012762565165758133
abalone,8.549139022827148,0.0784129798412323
abalone,0.6919794082641602,0.0067984419874846935
abalone,0.9571781158447266,0.035171568393707275
abalone,2.2296485900878906,0.01760411448776722
abalone,0.45026206970214844,0.007319542579352856
abalone,0.2651042938232422,0.026224371045827866
abalone,0.08938264846801758,0.009499713778495789
abalone,2.2194676399230957,0.04963185265660286
abalone,0.46892642974853516,0.022343480959534645
abalone,0.9370012283325195,0.004196373280137777
abalone,1.6510648727416992,0.012385386973619461
abalone,2.3079376220703125,0.005503204185515642
abalone,3.385004997253418,0.009014466777443886
abalone,0.714263916015625,0.038291528820991516
abalone,0.8619604110717773,0.017533736303448677
abalone,0.19452381134033203,0.041894327849149704
abalone,2.172562599182129,0.07159005850553513
abalone,0.13622188568115234,0.019279751926660538
abalone,1.418985366821289,0.03267505392432213
abalone,9.058052062988281,0.08719568699598312
abalone,3.363816261291504,0.006697060540318489
abalone,4.062323570251465,0.021095503121614456
abalone,0.3079795837402344,0.0047978246584534645
abalone,0.9140052795410156,0.018058622255921364
abalone,2.3637819290161133,0.007470813579857349
abalone,0.6361827850341797,0.005460256244987249
abalone,2.975635528564453,0.009032497182488441
abalone,0.34882211685180664,0.0051740617491304874
abalone,0.7709875106811523,0.07585850358009338
abalone,0.6444292068481445,0.014634517952799797
abalone,0.7236385345458984,0.012555799447000027
abalone,8.299444198608398,0.01740044541656971
abalone,1.9867010116577148,0.019135335460305214
abalone,1.4411840438842773,0.0400460921227932
abalone,1.8363914489746094,0.06251998990774155
abalone,0.3638124465942383,0.005402082111686468
abalone,1.1617355346679688,0.5817575454711914
abalone,2.103130340576172,0.008835386484861374
abalone,0.6919822692871094,0.005467856302857399
abalone,0.6512179374694824,0.008956627920269966
abalone,3.6264543533325195,0.016753658652305603
abalone,7.081747055053711,0.05471740663051605
abalone,0.3488616943359375,0.005605444777756929
abalone,0.8619165420532227,0.009652468375861645
abalone,1.4163894653320312,0.05305306240916252
abalone,0.35968780517578125,0.04238418862223625
abalone,1.7277040481567383,0.7198172211647034
abalone,2.8148584365844727,0.02531532384455204
abalone,1.1512365341186523,0.43155795335769653
abalone,0.8067789077758789,0.023338107392191887
abalone,1.9076967239379883,0.02105351909995079
abalone,1.6182003021240234,0.09701956063508987
abalone,3.5733728408813477,0.14153186976909637
abalone,4.757851600646973,0.586948812007904
abalone,1.3079662322998047,0.0045669893734157085
abalone,1.2172517776489258,0.05483151599764824
abalone,0.9802312850952148,0.014771704562008381
abalone,1.370025634765625,0.030474944040179253
abalone,0.06299018859863281,0.0037742883432656527
abalone,0.5799980163574219,0.013071286492049694
abalone,2.691983222961426,0.019698696210980415
abalone,0.01436614990234375,0.054101135581731796
abalone,1.061263084411621,0.0777515098452568
abalone,0.36395835876464844,0.009099597111344337
abalone,0.04404926300048828,0.33825141191482544
abalone,1.7002086639404297,0.02240954525768757
abalone,3.1583251953125,0.019242484122514725
abalone,4.586886405944824,0.014710879884660244
abalone,7.614968299865723,0.011342073790729046
abalone,1.5752763748168945,0.01112364325672388
abalone,1.5362310409545898,0.6825394034385681
abalone,3.148588180541992,0.028618138283491135
abalone,4.104866027832031,0.005309464409947395
abalone,1.0890312194824219,0.03187126666307449
abalone,0.16426467895507812,0.020932486280798912
abalone,0.1898355484008789,0.08137504756450653
abalone,0.06300163269042969,0.004208568949252367
abalone,1.348886489868164,0.006317281164228916
abalone,1.8644065856933594,0.02893362194299698
abalone,0.6361103057861328,0.007867424748837948
abalone,0.6219244003295898,0.04125410318374634
abalone,0.06256246566772461,0.011415837332606316
abalone,1.415034294128418,0.015823515132069588
abalone,0.3482666015625,0.17538323998451233
abalone,1.0045585632324219,0.04235304519534111
abalone,2.932114601135254,0.032262325286865234
abalone,1.3122339248657227,0.054763272404670715
abalone,0.5660982131958008,0.05354858934879303
abalone,2.4492807388305664,0.036284323781728745
abalone,0.6905879974365234,0.018883096054196358
abalone,3.082217216491699,0.08878705650568008
abalone,0.6483192443847656,0.014594518579542637
abalone,2.18035888671875,0.011978981085121632
abalone,0.5732212066650391,0.05125930532813072
abalone,4.881789207458496,0.3103209435939789
abalone,1.4796485900878906,0.015694353729486465
abalone,0.34857177734375,0.06929297745227814
abalone,1.114645004272461,0.116509348154068
abalone,0.5592870712280273,0.012866239063441753
abalone,0.5507497787475586,0.07499665766954422
abalone,2.062530517578125,0.012058514170348644
abalone,0.9249849319458008,0.07542695850133896
abalone,0.280517578125,0.40270107984542847
abalone,1.5091381072998047,0.015443604439496994
abalone,0.651125431060791,0.006063913460820913
abalone,0.13284015655517578,0.022469373419880867
abalone,1.3609018325805664,0.04454708844423294
abalone,0.3174901008605957,0.007324186619371176
abalone,0.9614353179931641,0.027620598673820496
abalone,3.624661445617676,0.03939442336559296
abalone,0.4554872512817383,0.011020592413842678
abalone,2.4637670516967773,0.01250539906322956
abalone,1.3108596801757812,0.01128909271210432
abalone,2.183934211730957,0.039183393120765686
abalone,1.3558530807495117,0.07945294678211212
abalone,2.2489404678344727,0.35082218050956726
abalone,1.1440258026123047,0.09193511307239532
abalone,0.9106745719909668,0.009166701696813107
abalone,3.0806798934936523,0.05316706746816635
abalone,0.2576761245727539,0.03767000883817673
abalone,1.5805950164794922,0.04774874821305275
abalone,0.4382648468017578,0.017313512042164803
abalone,0.31447410583496094,0.06315825879573822
abalone,2.956305503845215,0.14311860501766205
abalone,2.430299758911133,0.046626560389995575
abalone,0.9420003890991211,0.009136343374848366
abalone,1.898777961730957,0.02951267920434475
abalone,0.5899143218994141,0.00803372636437416
abalone,0.4361448287963867,0.07309230417013168
abalone,0.08045768737792969,0.14040103554725647
abalone,0.38080692291259766,0.018676534295082092
abalone,0.3080730438232422,0.0076031144708395
abalone,0.06297540664672852,0.006296656094491482
abalone,0.30780601501464844,0.010389622300863266
abalone,2.115950584411621,0.03424115478992462
abalone,3.327549934387207,0.029434017837047577
abalone,2.5235767364501953,0.09218495339155197
abalone,1.114964485168457,0.04058900102972984
abalone,5.903602600097656,0.06987091153860092
abalone,0.6390352249145508,0.04074007272720337
abalone,1.664011001586914,0.0187919270247221
abalone,0.5496702194213867,0.005641430616378784
abalone,1.636286735534668,0.009619226679205894
abalone,0.40976381301879883,0.015745017677545547
abalone,4.4504499435424805,0.020390061661601067
abalone,1.385432243347168,0.009887565858662128
abalone,0.8232669830322266,0.02822146564722061
abalone,1.4100079536437988,0.011415592394769192
abalone,0.05513763427734375,0.015776043757796288
abalone,0.3893165588378906,0.011032762005925179
abalone,0.6668233871459961,0.060847435146570206
abalone,0.8326835632324219,0.015806423500180244
abalone,0.6194753646850586,0.016965491697192192
abalone,1.593602180480957,0.03281748294830322
abalone,1.3336076736450195,0.015268499962985516
abalone,0.24254512786865234,0.03801078349351883
abalone,0.6514582633972168,0.016497988253831863
abalone,2.5271596908569336,0.026305871084332466
abalone,0.8914890289306641,0.006966808345168829
abalone,0.4113779067993164,0.027461810037493706
abalone,0.5898418426513672,0.00803682766854763
abalone,0.7665491104125977,0.16953201591968536
abalone,2.1048660278320312,0.004078345373272896
abalone,2.1290016174316406,0.01663028635084629
abalone,0.38689613342285156,0.23263654112815857
abalone,0.5497894287109375,0.0071149771101772785
abalone,1.5497627258300781,0.01804388500750065
abalone,0.11626529693603516,0.09904074668884277
abalone,1.3488054275512695,0.007032994646579027
abalone,1.7090396881103516,0.012218642048537731
abalone,0.4504222869873047,0.006700838916003704
abalone,0.49398040771484375,0.009350412525236607
abalone,1.890498161315918,0.016333822160959244
abalone,0.06299495697021484,0.003591431537643075
abalone,2.5570592880249023,0.04729656130075455
abalone,0.6360855102539062,0.009395645931363106
abalone,0.9675922393798828,0.06548018753528595
abalone,0.862332820892334,0.09159406274557114
abalone,0.0627756118774414,0.04278619959950447
abalone,1.1661748886108398,0.022638997063040733
abalone,0.010014057159423828,0.37454691529273987
abalone,2.0225253105163574,0.008100798353552818
abalone,0.5754823684692383,0.01239507645368576
abalone,3.488527297973633,0.05527442321181297
abalone,2.1878185272216797,0.0593767948448658
abalone,0.04859638214111328,0.01956917904317379
abalone,1.9157533645629883,0.36625903844833374
abalone,0.08854484558105469,0.03317714482545853
abalone,0.4091486930847168,0.017359552904963493
abalone,0.3085756301879883,0.01695750467479229
abalone,0.5900893211364746,0.01146058551967144
abalone,1.8334827423095703,0.010596897453069687
abalone,1.5899581909179688,0.006821563001722097
abalone,0.3478217124938965,0.03828955814242363
abalone,1.7629671096801758,0.042789146304130554
abalone,1.969761848449707,0.046464573591947556
abalone,0.25493383407592773,0.009686811827123165
abalone,3.743896484375,0.030219780281186104
abalone,1.5268220901489258,0.31797054409980774
abalone,1.611170768737793,0.029164781793951988
abalone,0.06299638748168945,0.005678135436028242
abalone,0.553166389465332,0.020292524248361588
abalone,3.661029815673828,0.032490022480487823
abalone,7.249195098876953,0.1553916037082672
abalone,4.1203460693359375,0.12189086526632309
abalone,0.16659069061279297,0.010092220269143581
abalone,0.9071292877197266,0.02423490211367607
abalone,2.307903289794922,0.008389881812036037
abalone,0.5939183235168457,0.008231439627707005
abalone,2.005855083465576,0.0050822370685637
abalone,4.194915771484375,0.11274851858615875
abalone,2.0409555435180664,0.025741102173924446
abalone,0.6511893272399902,0.005197795573621988
abalone,0.73150634765625,0.02413487248122692
abalone,2.4104814529418945,0.014783557504415512
abalone,1.5899100303649902,0.007329690270125866
abalone,1.027334213256836,0.009510277770459652
abalone,2.6131725311279297,0.0958978682756424
abalone,7.276949882507324,0.02089320495724678
abalone,0.636195182800293,0.005331419408321381
abalone,0.6608009338378906,0.05454292893409729
abalone,1.6913042068481445,0.023904012516140938
abalone,1.0629935264587402,0.003821422578766942
abalone,2.598043441772461,0.20157483220100403
abalone,0.16634178161621094,0.01810872182250023
abalone,1.5760812759399414,0.020143872126936913
abalone,1.3106184005737305,0.010820656083524227
abalone,0.06277084350585938,0.010007982142269611
abalone,1.6557397842407227,0.008462977595627308
abalone,0.4317140579223633,0.016987614333629608
abalone,0.06302118301391602,0.004677511751651764
abalone,1.731032371520996,0.021385138854384422
abalone,0.6367635726928711,0.019613759592175484
abalone,1.9475717544555664,0.614295482635498
abalone,0.9369583129882812,0.006096333730965853
abalone,2.4942073822021484,0.016565389931201935
abalone,0.25648975372314453,0.01216235663741827
abalone,3.796759605407715,0.011485627852380276
abalone,2.6361656188964844,0.00808790884912014
abalone,0.06299877166748047,0.004601118620485067
abalone,0.11863327026367188,0.13720892369747162
abalone,0.5899443626403809,0.006738973315805197
abalone,0.37131786346435547,0.02368413284420967
abalone,0.27393627166748047,0.04691731557250023
abalone,0.29727935791015625,0.02098584920167923
abalone,0.34874963760375977,0.009896896779537201
abalone,0.6536617279052734,0.07314698398113251
abalone,2.1065006256103516,0.023896140977740288
abalone,0.05961894989013672,0.12216944992542267
abalone,5.642107009887695,0.011745174415409565
abalone,10.189850807189941,0.6525992155075073
abalone,0.5937848091125488,0.01147837657481432
abalone,0.0058498382568359375,0.006519983056932688
abalone,1.3108139038085938,0.012049075216054916
abalone,1.5894050598144531,0.014542214572429657
abalone,0.5586433410644531,0.008926335722208023
abalone,4.364259719848633,0.035754427313804626
abalone,1.1370353698730469,0.014523408375680447
abalone,0.006298065185546875,0.0168652031570673
abalone,0.06672143936157227,0.045494236052036285
abalone,7.74662971496582,0.1369377225637436
abalone,0.7548027038574219,0.013737001456320286
abalone,0.30760669708251953,0.010949140414595604
abalone,0.21433544158935547,0.07811091840267181
abalone,2.114452362060547,0.0388186052441597
abalone,0.4101114273071289,0.011480406858026981
abalone,1.9726228713989258,0.5503653883934021
abalone,3.091416358947754,0.022837098687887192
abalone,0.6511635780334473,0.005352971609681845
abalone,0.2769031524658203,0.035315562039613724
abalone,2.593268394470215,0.1842922419309616
abalone,3.2985076904296875,0.008121585473418236
abalone,1.6102828979492188,0.008002901449799538
abalone,0.9445409774780273,0.04014241695404053
abalone,5.910131454467773,0.1009579673409462
abalone,0.34881019592285156,0.005798517260700464
abalone,1.7332181930541992,0.05026198923587799
abalone,3.887558937072754,0.02995859459042549
abalone,1.5316801071166992,0.01745578646659851
abalone,0.9342613220214844,0.12002411484718323
abalone,0.44959545135498047,0.009584823623299599
abalone,1.9400463104248047,0.02307960018515587
abalone,0.6884517669677734,0.03196437284350395
abalone,0.6275568008422852,0.012638136744499207
abalone,1.2324981689453125,0.02038097009062767
abalone,3.1249876022338867,0.07113438099622726
abalone,2.223337173461914,0.48111146688461304
abalone,0.8334207534790039,0.023279277607798576
abalone,3.051375389099121,0.028099961578845978
abalone,0.4500131607055664,0.03197142481803894
abalone,0.8264617919921875,0.014174530282616615
abalone,0.29277515411376953,0.06322291493415833
abalone,0.9799556732177734,0.022178035229444504
abalone,3.867753028869629,0.01601325534284115
abalone,0.6907186508178711,0.017984675243496895
abalone,1.307535171508789,0.039350107312202454
abalone,0.3828926086425781,0.02246611937880516
abalone,0.2523794174194336,0.16843281686306
abalone,1.936713695526123,0.008747599087655544
abalone,0.5505123138427734,0.10349971055984497
abalone,0.6516294479370117,0.016978591680526733
abalone,1.9367108345031738,0.008697902783751488
abalone,1.6610164642333984,0.011588373221457005
abalone,2.6755666732788086,0.025273863226175308
abalone,3.174494743347168,0.0939841940999031
abalone,2.530963897705078,0.23262101411819458
abalone,1.5900201797485352,0.005625265650451183
abalone,4.26283073425293,0.0405915193259716
abalone,0.4099602699279785,0.009232083335518837
abalone,1.636204719543457,0.005750592797994614
abalone,2.095001220703125,0.48850956559181213
abalone,2.1137876510620117,0.014297877438366413
abalone,1.3488640785217285,0.0053831422701478004
abalone,0.9764127731323242,0.009342183358967304
abalone,0.3915538787841797,0.05239172279834747
abalone,1.4100103378295898,0.00527687044814229
abalone,0.6512289047241211,0.013556120917201042
abalone,2.485610008239746,0.007152992766350508
abalone,2.976008415222168,0.008943411521613598
abalone,5.409769535064697,0.011265188455581665
abalone,2.8266983032226562,0.04651617258787155
abalone,2.2287521362304688,0.007601584307849407
abalone,2.240957260131836,0.034312423318624496
abalone,0.5432052612304688,0.08771146833896637
abalone,0.6134510040283203,0.14341165125370026
abalone,2.3078927993774414,0.008441433310508728
abalone,1.5991449356079102,0.08459456264972687
abalone,0.37139320373535156,0.01900193654000759
abalone,0.0632634162902832,0.014953436329960823
abalone,3.703662872314453,0.01856362633407116
abalone,0.2629661560058594,0.045310720801353455
abalone,0.4067249298095703,0.037393830716609955
abalone,0.5900835990905762,0.012254184111952782
abalone,0.9381389617919922,0.015787865966558456
abalone,3.105625629425049,0.9577757716178894
abalone,2.0118637084960938,0.022623330354690552
abalone,3.5096120834350586,0.41712671518325806
abalone,2.1814661026000977,0.014786464162170887
abalone,2.8127050399780273,0.030666183680295944
abalone,0.29312992095947266,0.027894264087080956
abalone,1.5512542724609375,0.014807400293648243
abalone,11.623401641845703,0.022077854722738266
abalone,0.30800437927246094,0.011174672283232212
abalone,0.3633546829223633,0.015168046578764915
abalone,0.6115713119506836,0.07746810466051102
abalone,3.1804208755493164,0.02080967091023922
